t,x,y,z,r
58777.1996527778,5663853.78637935,250.675793410187,3760385.03139424,6798509.78970067
58777.2002314815,5443074.89549563,272.932568280101,4072940.47405953,6798228.33521346
58777.2008101852,5205056.65985425,294.348603806545,4372559.30622814,6797932.75970103
58777.2013888889,4950557.21344214,314.854195119505,4658293.47345936,6797625.68163114
58777.2019675926,4680386.51264207,334.382595662597,4929239.53135856,6797309.78969191
58777.2025462963,4395403.66829576,352.870236441982,5184541.42555622,6796987.8126339
58777.203125,4096514.13773506,370.256933518294,5423393.10477767,6796662.48880311
58777.2037037037,3784666.78839525,386.486083213876,5645040.96162512,6796336.53573592
58777.2042824074,3460850.84450516,401.504844580872,5848786.09667167,6796012.62018679
58777.2048611111,3126092.72812438,415.264308744385,6033986.40236507,6795693.32895497
58777.2054398148,2781452.80548825,427.71965479789,6200058.46404263,6795381.14086687
58777.2060185185,2428022.04924324,438.830291984593,6346479.27605957,6795078.40025683
58777.2065972222,2066918.62673139,448.559987947988,6472787.77162272,6794787.29227074
58777.2071759259,1699284.42403282,456.876982877104,6578586.1653987,6794509.82029405
58777.2077546296,1326281.5150216,463.754089406825,6663541.10833052,6794247.78577927
58777.2083333333,949088.584253521,469.16877816147,6727384.65435397,6794002.77071749
58777.208912037,568897.312103119,473.103248850958,6769915.03886304,6793776.12296496
58777.2094907407,186908.730220298,475.544486844095,6790997.26884395,6793568.94459908
58777.2100694444,-195670.444901415,476.484305153724,6790563.52459425,6793382.08343937
58777.2106481481,-577631.49264995,475.919371774722,6768613.37288381,6793216.12782795
58777.2112268519,-957767.375824743,473.851222319448,6725213.79131728,6793071.40472212
58777.2118055556,-1334876.42749425,470.286257897475,6660499.00354308,6792947.98110859
58777.2123842593,-1707766.02961669,465.235728188763,6574670.12484274,6792845.66870591
58777.212962963,-2075256.27567772,458.715699663239,6467994.61754783,6792764.03187889
58777.2135416667,-2436183.60932686,450.747008906357,6340805.55568965,6792702.39864743
58777.2141203704,-2789404.43064307,441.355201021084,6193500.69830846,6792659.87463181
58777.2146990741,-3133798.66124066,430.570453092799,6026541.37095169,6792635.35973903
58777.2152777778,-3468273.25895685,418.427482726096,5840451.15508813,6792627.56735911
58777.2158564815,-3791765.67235918,404.965441692013,5635814.38546999,6792635.04580873
58777.2164351852,-4103247.22479541,390.227794761459,5413274.45589442,6792656.20173051
58777.2170138889,-4401726.41720186,374.262183845871,5173531.9343559,6792689.32513222
58777.2175925926,-4686252.13841156,357.120277619424,4917342.48924071,6792732.61572939
58777.2181712963,-4955916.77128196,338.857606858214,4645514.62899195,6792784.21023932
58777.21875,-5209859.18261669,319.53338580031,4358907.25856089,6792842.21026309
58777.2193287037,-5447267.58460628,299.210319905514,4058427.05694641,6792904.71038597
58777.2199074074,-5667382.25537748,277.954400474233,3745025.68119588,6792969.82612486
58777.2204861111,-5869498.10623622,255.834686669714,3419696.80337923,6793035.72135494
58777.2210648148,-6052967.08332791,232.923075575673,3083472.98823383,6793100.63485534
58777.2216435185,-6217200.39173014,209.294061010515,2737422.42038919,6793162.90562672
58777.2222222222,-6361670.53044337,185.024481908122,2382645.49129347,6793220.99665003
58777.2228009259,-6485913.1273558,160.193261162013,2020271.25715368,6793273.51677742
58777.2233796296,-6589528.56402834,134.881135912649,1651453.7803442,6793319.24047086
58777.2239583333,-6672183.38106743,109.170380335236,1277368.36780965,6793357.1251327
58777.224537037,-6733611.45591778,83.1445220557384,899207.720963947,6793386.32580404
58777.2251157407,-6773614.94610093,56.8880533845792,518178.012448875,6793406.20704103
58777.2256944444,-6792064.99223046,30.4861386092832,135494.90584047,6793416.35181598
58777.2262731481,-6788902.17653328,4.02431862799964,-247620.465032962,6793416.56732882
58777.2268518519,-6764136.7340739,-22.4117857656106,-629945.540086511,6793406.88765402
58777.2274305556,-6717848.51539372,-48.7367706196962,-1010260.38297492,6793387.57318921
58777.2280092593,-6650186.70081296,-74.8657442545743,-1387351.7197164,6793359.10691276
58777.228587963,-6561369.26817429,-100.714620067378,-1760016.94869045,6793322.18749878
58777.2291666667,-6451682.21730925,-126.200405415709,-2127068.10505279,6793277.71937846
58777.2297453704,-6321478.5559552,-151.241485321086,-2487335.76307702,6793226.79987628
58777.2303240741,-6171177.05322,-175.757899780824,-2839672.86055931,6793170.70358732
58777.2309027778,-6001260.7679612,-199.671613535829,-3182958.43019436,6793110.86419796
58777.2314814815,-5812275.36059826,-222.906777210179,-3516101.22373227,6793048.85398571
58777.2320601852,-5604827.19789428,-245.389978815132,-3838043.21573529,6792986.36126434
58777.2326388889,-5379581.26111498,-267.050484693643,-4147762.97485062,6792925.16606778
58777.2332175926,-5137258.86868948,-287.820469070005,-4444278.89167556,6792867.11439009
58777.2337962963,-4878635.22505435,-307.63523146119,-4726652.25349081,6792814.09131814
58777.234375,-4604536.80775878,-326.433401299852,-4993990.15735149,6792767.99340944
58777.2349537037,-4315838.60514842,-344.157129212386,-5245448.25422977,6792730.70067817
58777.2355324074,-4013461.21703468,-360.752264486998,-5480233.31807393,6792704.04855911
58777.2361111111,-3698367.83070627,-376.168518354963,-5697605.63476571,6792689.80022051
58777.2366898148,-3371561.08446508,-390.359612791812,-5896881.20700052,6792689.61959369
58777.2372685185,-3034079.83058452,-403.283414622778,-6077433.77206874,6792705.04547923
58777.2378472222,-2686995.80921593,-414.902054787557,-6238696.63036577,6792737.4670765
58777.2384259259,-2331410.24432759,-425.182032682543,-6380164.28319579,6792788.10126613
58777.2390046296,-1968450.37227368,-434.094305553651,-6501393.87905256,6792857.97195292
58777.2395833333,-1599265.91307903,-441.614362959526,-6602006.46805822,6792947.89175085
58777.240162037,-1225025.49401323,-447.722286363365,-6681688.06462053,6793058.44626189
58777.2407407407,-846913.034534151,-452.402793942027,-6740190.51863521,6793189.98116732
58777.2413194444,-466124.101227689,-455.645270724291,-6777332.19572326,6793342.59231381
58777.2418981481,-83862.2409734076,-457.443784186617,-6792998.46706559,6793516.11893806
58777.2424768519,298664.699758536,-457.797085445789,-6787142.00939441,6793710.14013303
58777.2430555556,680248.261815187,-456.708596194332,-6759782.91564067,6793923.97461679
58777.2436342593,1059683.05895817,-454.186381527944,-6711008.61663863,6794156.68382222
58777.244212963,1435770.45468795,-450.243108815693,-6640973.61417323,6794407.07828276
58777.2447916667,1807322.2227871,-444.895992764772,-6549899.02554395,6794673.72724652
58777.2453703704,2173164.18393519,-438.166726833493,-6438071.93973132,6794954.97140964
58777.2459490741,2532139.81052051,-430.081401150254,-6305844.58520932,6795248.93861928
58777.2465277778,2883113.79146905,-420.670407103666,-6153633.30946556,6795553.56235876
58777.2471064815,3224975.54854207,-409.968328780779,-5981917.37038959,6795866.6027915
58777.2476851852,3556642.69513628,-398.013821447468,-5791237.53987906,6796185.67010832
58777.2482638889,3877064.42817403,-384.849477288042,-5582194.52030658,6796508.2498929
58777.2488425926,4185224.84321366,-370.52167865052,-5355447.17489183,6796831.73019577
58777.2494212963,4480146.16246467,-355.08043908003,-5111710.57353889,6797153.42998511
58777.25,4760891.86497914,-338.579232465283,-4851753.85632666,6797470.62862658
58777.2505787037,5026569.70793114,-321.074810671926,-4576397.91757673,6797780.59603137
58777.2511574074,5276334.62761038,-302.62701009104,-4286512.91426065,6798080.62310435
58777.2517361111,5509391.5085631,-283.298547590684,-3983015.60343578,6798368.05212091
58777.2523148148,5724997.80922958,-263.154806421907,-3666866.51440194,6798640.30666251
58777.2528935185,5922466.03246772,-242.263612697228,-3339066.96233214,6798894.92074731
58777.2534722222,6101166.02952642,-220.695003127811,-3000655.91123212,6799129.56680234
58777.2540509259,6260527.12635018,-198.520984774064,-2652706.69520158,6799342.08213886
58777.2546296296,6400040.06156067,-175.815287631841,-2296323.60808614,6799530.49361103
58777.2552083333,6519258.72607338,-152.653110941253,-1932638.37269714,6799693.04016059
58777.255787037,6617801.69506503,-129.110864165911,-1562806.50181629,6799828.19297624
58777.2563657407,6695353.543903,-105.265903645771,-1188003.56417014,6799934.67302564
58777.2569444444,6751665.94067217,-81.1962659754238,-809421.369435862,6800011.46574952
58777.2575231481,6786558.50907387,-56.980399200335,-428264.087104843,6800057.83274183
58777.2581018519,6799919.45670956,-32.6968929553085,-45744.3146679526,6800073.32027609
58777.2586805556,6791705.96508019,-8.42420869134447,336920.888917946,6800057.76457568
58777.2592592593,6761944.33901012,15.7595888514828,718513.988180011,6800011.29376487
58777.259837963,6710729.91461947,39.7770977669029,1097820.95801127,6799934.32647696
58777.2604166667,6638226.72639831,63.5518415534073,1473635.25598166,6799827.56713579
58777.2609953704,6544666.9353563,87.0085270071228,1844761.76372244,6799691.99796644
58777.2615740741,6430350.02160893,110.073296342743,2210020.68133652,6799528.86783027
58777.2621527778,6295641.74609437,132.673972491235,2568251.35925032,6799339.67801725
58777.2627314815,6140972.88737159,154.740296575045,2918316.05253023,6799126.16516513
58777.2633101852,5966837.7606122,176.20415662224,3259103.58342511,6798890.28150991
58777.2638888889,5773792.52694812,196.999806649103,3589532.89874964,6798634.17270388
58777.2644675926,5562453.30226145,217.064075315224,3908556.50967252,6798360.15346786
58777.2650462963,5333494.07529003,236.336563434303,4215163.80249899,6798070.68137031
58777.265625,5087644.44556644,254.759829706767,4508384.21011598,6797768.32904952
58777.2662037037,4825687.19220366,272.279564125019,4787290.23487865,6797455.75521452
58777.2667824074,4548455.68488964,288.844748587378,5051000.3148362,6797135.67477593
58777.2673611111,4256831.14865761,304.407804341189,5298681.5262998,6796810.82846923
58777.2679398148,3951739.7940667,318.924725957523,5529552.1168258,6796483.95234006
58777.2685185185,3634149.82436972,332.355201618387,5742883.8637028,6796157.74746323
58777.2690972222,3305068.33107418,344.662719571084,5938004.25397437,6795834.85026524
58777.2696759259,2965538.08903588,355.814660672481,6114298.48288527,6795517.80381303
58777.2702546296,2616634.26187965,365.782377007558,6271211.26839657,6795209.03042013
58777.2708333333,2259461.02813947,374.541256621363,6408248.48006451,6794910.8059055
58777.271412037,1895148.13807074,382.070774450815,6524978.58111635,6794625.23581972
58777.2719907407,1524847.41063258,388.354529582788,6621033.88298041,6794354.23392884
58777.2725694444,1149729.1796891,393.380268997569,6696111.61184193,6794099.50321755
58777.2731481481,770978.698055275,397.139897982536,6749974.78700587,6793862.51964153
58777.2737268519,389792.507634408,399.629477420199,6782452.91096303,6793644.51882364
58777.2743055556,7374.78357689153,400.849208168474,6793442.47108983,6793446.4858509
58777.2748842593,-375066.339852474,400.803402759927,6782907.25287956,6793269.14828934
58777.275462963,-756322.454167448,399.500444651932,6750878.46452316,6793112.97249214
58777.2760416667,-1135188.56484535,396.95273526222,6697454.6725488,6792978.16323391
58777.2766203704,-1510466.77530135,393.176629025377,6622801.54811334,6792864.66666086
58777.2771990741,-1880969.95901771,388.192356706682,6527151.42343582,6792772.17650354
58777.2777777778,-2245525.41196867,382.023937211367,6410802.65779385,6792700.14345666
58777.2783564815,-2602978.47717115,374.699078131086,6274118.81248879,6792647.78758927
58777.2789351852,-2952196.13280604,366.249065276071,6117527.63424218,6792614.11360972
58777.2795138889,-3292070.53490986,356.708641451998,5941519.8466306,6792597.92877276
58777.2800925926,-3621522.50514761,346.115874755708,5746647.74941221,6792597.86318248
58777.2806712963,-3939504.95366592,334.512016684115,5533523.62595531,6792612.39221422
58777.28125,-4245006.22651046,321.941350376262,5302817.95945458,6792639.8607517
58777.2818287037,-4537053.3665963,308.451029339589,5055257.45921663,6792678.50891312
58777.2824074074,-4814715.27676646,294.090907048009,4791622.89901152,6792726.49892142
58777.2829861111,-5077105.77308466,278.913357840945,4512746.77031738,6792781.94276044
58777.2835648148,-5323386.51620437,262.973089598593,4219510.75422006,6792842.93024946
58777.2841435185,-5552769.80845703,246.32694871856,3912843.01675861,6792907.55716472
58777.2847222222,-5764521.24422614,229.0337179718,3593715.33361314,6792973.95303685
58777.2853009259,-5957962.2012338,211.153907870377,3263140.05119517,6793040.30825894
58777.2858796296,-6132472.16057541,192.749542234819,2922166.89240297,6793104.90014992
58777.2864583333,-6287490.84370286,173.883938703565,2571879.61651952,6793166.1176326
58777.287037037,-6422520.15508232,154.621484979723,2213392.54393769,6793222.48420478
58777.2876157407,-6537125.91993787,135.02741166005,1847846.95756898,6793272.67890469
58777.2881944444,-6630939.40733488,115.167562536131,1476407.3939053,6793315.55499879
58777.2887731481,-6703658.62984693,95.1081632972442,1100257.83773417,6793350.15614992
58777.2893518519,-6755049.41217798,74.9155895970487,720597.835433053,6793375.72985693
58777.2899305556,-6784946.22236019,54.6561354711001,338638.542569485,6793391.7379922
58777.2905092593,-6793252.76050007,34.3957831085027,-44401.2778088581,6793397.86430149
58777.291087963,-6779942.30148058,14.1999749879593,-427299.289309734,6793394.01876941
58777.2916666667,-6745057.78952072,-5.86661061418863,-808833.631541517,6793380.33879462
58777.2922453704,-6688711.68402347,-25.7402797490157,-1187786.96729657,6793357.18715969
58777.2928240741,-6611085.55768071,-45.358537580928,-1562950.51022553,6793325.14682214
58777.2934027778,-6512429.44932638,-64.6602968946104,-1933128.01585852,6793285.0125938
58777.2939814815,-6393060.97550908,-83.5860794250084,-2297139.71920685,6793237.77981615
58777.2945601852,-6253364.20617002,-102.078209162941,-2653826.20272273,6793184.63017797
58777.2951388889,-6093788.31113864,-120.080996847494,-3002052.1790917,6793126.91485877
58777.2957175926,-5914845.98537539,-137.540914921916,-3340710.17416874,6793066.13521636
58777.2962962963,-5717111.66198328,-154.406762301173,-3668724.0963245,6793003.9212692
58777.296875,-5501219.52296057,-170.629818375511,-3985052.67952293,6792942.00825312
58777.2974537037,-5267861.3184673,-186.163985753845,-4288692.78858258,6792882.21155802
58777.2980324074,-5017784.00602084,-200.965921332391,-4578682.57625704,6792826.40037162
58777.2986111111,-4751787.22151684,-214.99515535618,-4854104.48298078,6792776.47037555
58777.2991898148,-4470720.59429434,-228.214198222632,-5114088.07134035,6792734.31585212
58777.2997685185,-4175480.9186309,-240.588634856041,-5357812.68852403,6792701.80156929
58777.3003472222,-3867009.19407545,-252.087206558254,-5584509.95115224,6792680.73481526
58777.3009259259,-3546287.54691537,-262.681880313146,-5793466.04797707,6792672.83795354
58777.3015046296,-3214336.04484435,-272.347905589587,-5984023.85694301,6792679.72186397
58777.3020833333,-2872209.4165688,-281.063858748824,-6155584.87400775,6792702.86062451
58777.302662037,-2520993.68768151,-288.811675216916,-6307610.95192093,6792743.567774
58777.3032407407,-2161802.74366399,-295.57666963069,-6439625.84784055,6792802.97447635
